标签名,出现次数,位置(行号:路径)
切割,2,25277:V2融合世界标签体系/通用分类标签/行为动作/工作学习动作/切割 || 29510:V2融合世界标签体系/通用分类标签/食物/肉/切割
切碎机,2,7445:V2融合世界标签体系/通用分类标签/人造物体/切割器具/切削工具/刃具/刀/切碎机 || 8257:V2融合世界标签体系/通用分类标签/人造物体/器具/器具/厨房用具/切碎机
列车,2,679:V2融合世界标签体系/通用分类标签/交通工具/公共运输/列车 || 1164:V2融合世界标签体系/通用分类标签/交通工具/铁路运输/列车
刘海,2,15051:V2融合世界标签体系/通用分类标签/动物/刘海 || 30146:V2融合世界标签体系/通用分类标签/声音/刘海
刚松,2,20057:V2融合世界标签体系/通用分类标签/植物/乔木灌木林木/针叶树/松属植物/刚松 || 20076:V2融合世界标签体系/通用分类标签/植物/乔木灌木林木/针叶树/松属植物/黄松/刚松
刚毛衬衣,2,8102:V2融合世界标签体系/通用分类标签/人造物体/商品/消费品/可穿戴设备/衣服/衬衣/刚毛衬衣 || 11168:V2融合世界标签体系/通用分类标签/人造物体/覆盖物/可穿戴设备/衣服/衬衣/刚毛衬衣
创可贴,2,11301:V2融合世界标签体系/通用分类标签/人造物体/覆盖物/布罩/敷料/绑带/创可贴 || 11302:V2融合世界标签体系/通用分类标签/人造物体/覆盖物/布罩/敷料/绑带/创可贴/创可贴
初学者,2,2693:V2融合世界标签体系/通用分类标签/人物与人体/宗教人士/初学者 || 2773:V2融合世界标签体系/通用分类标签/人物与人体/技能不熟练者/初学者
刨削机,2,7507:V2融合世界标签体系/通用分类标签/人造物体/动力工具/刨削机 || 9620:V2融合世界标签体系/通用分类标签/人造物体/机器/动力工具/刨削机
刨接缝的长刨,2,7472:V2融合世界标签体系/通用分类标签/人造物体/切割器具/切削工具/刃具/木工刨/刨接缝的长刨 || 9152:V2融合世界标签体系/通用分类标签/人造物体/手工工具/木工刨/刨接缝的长刨
利润,2,704:V2融合世界标签体系/通用分类标签/交通工具/利润 || 26207:V2融合世界标签体系/通用分类标签/行为动作/利润
利维斯牛仔裤,2,8116:V2融合世界标签体系/通用分类标签/人造物体/商品/消费品/可穿戴设备/衣服/裤子/工装裤/利维斯牛仔裤 || 11182:V2融合世界标签体系/通用分类标签/人造物体/覆盖物/可穿戴设备/衣服/裤子/工装裤/利维斯牛仔裤
刮铲,2,4312:V2融合世界标签体系/通用分类标签/人造物体/厨房餐厨用品/炊具/车床工/刮铲 || 9117:V2融合世界标签体系/通用分类标签/人造物体/手工工具/刮铲
制造,2,17580:V2融合世界标签体系/通用分类标签/建筑与基础设施/制造 || 19009:V2融合世界标签体系/通用分类标签/文化艺术与媒介/用原材料制作/制造
刹车,2,26217:V2融合世界标签体系/通用分类标签/行为动作/刹车 || 26218:V2融合世界标签体系/通用分类标签/行为动作/刹车
刺槐,2,20128:V2融合世界标签体系/通用分类标签/植物/乔木灌木林木/乔木/刺槐 || 20129:V2融合世界标签体系/通用分类标签/植物/乔木灌木林木/乔木/刺槐/刺槐
刺猬,2,11798:V2融合世界标签体系/通用分类标签/动物/哺乳动物/啮齿动物/刺猬 || 12615:V2融合世界标签体系/通用分类标签/动物/哺乳动物/有胎盘的/食虫动物/刺猬
刺绣,2,19197:V2融合世界标签体系/通用分类标签/文化艺术与媒介/针线工艺/刺绣 || 26219:V2融合世界标签体系/通用分类标签/行为动作/刺绣
刺绣样本,2,1940:V2融合世界标签体系/通用分类标签/人物与人体/专家/权威/评价者/评论家/刺绣样本 || 30147:V2融合世界标签体系/通用分类标签/声音/刺绣样本
刺罂粟,2,21835:V2融合世界标签体系/通用分类标签/植物/显花植物/开花植物/开花植物/罂粟/刺罂粟 || 22300:V2融合世界标签体系/通用分类标签/植物/草本植物/刺罂粟
刺耳杂音,2,30149:V2融合世界标签体系/通用分类标签/声音/刺耳杂音 || 30150:V2融合世界标签体系/通用分类标签/声音/刺耳杂音
刺菜蓟,2,22594:V2融合世界标签体系/通用分类标签/植物/草本植物/蔬菜/刺菜蓟 || 29057:V2融合世界标签体系/通用分类标签/食物/农产品/蔬菜/刺菜蓟
刺蜥,2,13877:V2融合世界标签体系/通用分类标签/动物/爬行动物/双孔亚纲动物/蜥形动物/蜥蜴/飞蜥科动物/刺魔蜥/刺蜥 || 13882:V2融合世界标签体系/通用分类标签/动物/爬行动物/双孔亚纲动物/蜥形动物/蜥蜴/鬣蜥科动物/刺蜥
刺身,2,27408:V2融合世界标签体系/通用分类标签/食物/中式菜肴汤品/刺身 || 28819:V2融合世界标签体系/通用分类标签/食物/一道菜/刺身
剃刀片,2,7430:V2融合世界标签体系/通用分类标签/人造物体/切割器具/刀片/剃刀片 || 7431:V2融合世界标签体系/通用分类标签/人造物体/切割器具/刀片/剃刀片
剃须刀,2,1564:V2融合世界标签体系/通用分类标签/人物与人体/性别与生理属性/男性/成年雄性/剃须刀 || 7458:V2融合世界标签体系/通用分类标签/人造物体/切割器具/切削工具/刃具/剃刀/剃须刀
削皮器,2,4396:V2融合世界标签体系/通用分类标签/人造物体/厨房餐厨用品/削皮器 || 7497:V2融合世界标签体系/通用分类标签/人造物体/削皮器
前卫摇滚,2,19691:V2融合世界标签体系/通用分类标签/文字与信息图形/听觉交流/音乐流派/摇滚音乐/前卫摇滚 || 19969:V2融合世界标签体系/通用分类标签/文字与信息图形/表现风格/音乐流派/通俗音乐/前卫摇滚
前帆,2,7618:V2融合世界标签体系/通用分类标签/人造物体/台布/一块布/帆/前帆 || 7620:V2融合世界标签体系/通用分类标签/人造物体/台布/一块布/帆/前帆
前陆,2,24225:V2融合世界标签体系/通用分类标签/自然景观/天然高地/前陆 || 32017:V2融合世界标签体系/通用分类标签/知识与学科/前陆
剧团或文工团,2,7906:V2融合世界标签体系/通用分类标签/人造物体/商品/消费品/可穿戴设备/打扮/全套服装/剧团或文工团 || 10972:V2融合世界标签体系/通用分类标签/人造物体/覆盖物/可穿戴设备/打扮/全套服装/剧团或文工团
剧装,2,7908:V2融合世界标签体系/通用分类标签/人造物体/商品/消费品/可穿戴设备/打扮/剧装 || 10974:V2融合世界标签体系/通用分类标签/人造物体/覆盖物/可穿戴设备/打扮/剧装
剧院幕布,2,8585:V2融合世界标签体系/通用分类标签/人造物体/家具/垂挂织物/剧院幕布 || 10800:V2融合世界标签体系/通用分类标签/人造物体/覆盖物/保护/屏幕/垂挂织物/剧院幕布
剩余,2,18861:V2融合世界标签体系/通用分类标签/文化艺术与媒介/局部/余数/剩余 || 30842:V2融合世界标签体系/通用分类标签/属性与状态/剩余
剩余物,2,30843:V2融合世界标签体系/通用分类标签/属性与状态/剩余物 || 32018:V2融合世界标签体系/通用分类标签/知识与学科/剩余物
剪秋罗,2,21697:V2融合世界标签体系/通用分类标签/植物/显花植物/开花植物/开花植物/剪秋罗属/剪秋罗 || 21698:V2融合世界标签体系/通用分类标签/植物/显花植物/开花植物/开花植物/剪秋罗属/剪秋罗
副本,2,19092:V2融合世界标签体系/通用分类标签/文化艺术与媒介/表征/副本 || 19807:V2融合世界标签体系/通用分类标签/文字与信息图形/指示/记录/书面记录/副本
副翼,2,9281:V2融合世界标签体系/通用分类标签/人造物体/操纵台面/副翼 || 9282:V2融合世界标签体系/通用分类标签/人造物体/操纵台面/副翼
割草机,2,3320:V2融合世界标签体系/通用分类标签/人造物体/五金工具/园艺工具/割草机 || 30152:V2融合世界标签体系/通用分类标签/声音/割草机
劈砍,2,26788:V2融合世界标签体系/通用分类标签/行为动作/物理现象/劈砍 || 30153:V2融合世界标签体系/通用分类标签/声音/劈砍
加农炮,2,1291:V2融合世界标签体系/通用分类标签/人物与人体/人体部位/手臂/手枪/加农炮 || 6446:V2融合世界标签体系/通用分类标签/人造物体/武器与安防用品/火炮/加农炮
加油器,2,206:V2融合世界标签体系/通用分类标签/交通工具/水上载具/货船/加油器 || 2321:V2融合世界标签体系/通用分类标签/人物与人体/劳动者/加油器
加油站,2,10738:V2融合世界标签体系/通用分类标签/人造物体/装置/车站/加油站 || 10739:V2融合世界标签体系/通用分类标签/人造物体/装置/车站/加油站/加油站
加湿器,2,5089:V2融合世界标签体系/通用分类标签/人造物体/家用电器/加湿器 || 8199:V2融合世界标签体系/通用分类标签/人造物体/商品/消费品/耐用品/器具/加湿器
加菲猫,2,2132:V2融合世界标签体系/通用分类标签/人物与人体/传播者/谈判者/代表/国家元首/总统/加菲猫 || 2313:V2融合世界标签体系/通用分类标签/人物与人体/加菲猫
加速器,2,7142:V2融合世界标签体系/通用分类标签/人造物体/乐器/器械/科学仪器/加速器 || 8371:V2融合世界标签体系/通用分类标签/人造物体/器具/棒/杠杆/脚踏杆/加速器
动作电影,2,18457:V2融合世界标签体系/通用分类标签/文化艺术与媒介/影视视频/电影/动作电影 || 26238:V2融合世界标签体系/通用分类标签/行为动作/动作电影
动力锤,2,7509:V2融合世界标签体系/通用分类标签/人造物体/动力工具/动力锤 || 9622:V2融合世界标签体系/通用分类标签/人造物体/机器/动力工具/动力锤
动力锯,2,7511:V2融合世界标签体系/通用分类标签/人造物体/动力工具/动力锯 || 9624:V2融合世界标签体系/通用分类标签/人造物体/机器/动力工具/动力锯
动物纤维,2,31660:V2融合世界标签体系/通用分类标签/材料与物质/动物材料/动物产品/动物纤维 || 31749:V2融合世界标签体系/通用分类标签/材料与物质/天然纤维/天然纤维/动物纤维
动物雕塑,2,18642:V2融合世界标签体系/通用分类标签/文化艺术与媒介/视觉艺术/雕塑/动物雕塑 || 18643:V2融合世界标签体系/通用分类标签/文化艺术与媒介/视觉艺术/雕塑/动物雕塑
动画师,2,2419:V2融合世界标签体系/通用分类标签/人物与人体/劳动者/技术工人/技术员/动画师 || 2494:V2融合世界标签体系/通用分类标签/人物与人体/劳动者/动画师
动画电影,2,18458:V2融合世界标签体系/通用分类标签/文化艺术与媒介/影视视频/电影/动画电影 || 18459:V2融合世界标签体系/通用分类标签/文化艺术与媒介/影视视频/电影/动画电影
助听器,2,8529:V2融合世界标签体系/通用分类标签/人造物体/声学装置/助听器 || 10316:V2融合世界标签体系/通用分类标签/人造物体/电子器件/助听器
勃艮第白葡萄酒,2,29613:V2融合世界标签体系/通用分类标签/食物/致醉物/葡萄酒/勃艮第/勃艮第白葡萄酒 || 29630:V2融合世界标签体系/通用分类标签/食物/致醉物/葡萄酒/白葡萄酒/勃艮第白葡萄酒
勋章菊,2,21706:V2融合世界标签体系/通用分类标签/植物/显花植物/开花植物/开花植物/勋章菊 || 21707:V2融合世界标签体系/通用分类标签/植物/显花植物/开花植物/开花植物/勋章菊/勋章菊
包/包装/包裹,2,8646:V2融合世界标签体系/通用分类标签/人造物体/容器/包/包装/包裹 || 26242:V2融合世界标签体系/通用分类标签/行为动作/包围/包/包装/包裹
包含,2,30845:V2融合世界标签体系/通用分类标签/属性与状态/包含 || 30846:V2融合世界标签体系/通用分类标签/属性与状态/包含
包装,2,10860:V2融合世界标签体系/通用分类标签/人造物体/覆盖物/包装 || 31674:V2融合世界标签体系/通用分类标签/材料与物质/包装
匕首,2,1228:V2融合世界标签体系/通用分类标签/人物与人体/人体部位/手臂/刀/匕首 || 1229:V2融合世界标签体系/通用分类标签/人物与人体/人体部位/手臂/刀/匕首/匕首
化妆工具,2,7531:V2融合世界标签体系/通用分类标签/人造物体/化妆工具 || 8253:V2融合世界标签体系/通用分类标签/人造物体/器具/化妆工具
化妆师,2,2497:V2融合世界标签体系/通用分类标签/人物与人体/化妆师 || 32949:V2融合世界标签体系/IP 分类标签/真人与人物 IP/历史古人/艺术家/化妆师
化妆镜,2,7581:V2融合世界标签体系/通用分类标签/人造物体/反射器/反射镜/化妆镜 || 7582:V2融合世界标签体系/通用分类标签/人造物体/反射器/反射镜/化妆镜
化学家,2,2643:V2融合世界标签体系/通用分类标签/人物与人体/大人/专业人员/初级保健提供者/化学家 || 33080:V2融合世界标签体系/IP 分类标签/真人与人物 IP/科学文化人物/科学家/化学家
