标签名,出现次数,位置(行号:路径)
毁坏,2,21958:V2融合世界标签体系/通用分类标签/组织机构与社会事件/收场/毁坏 || 25250:V2融合世界标签体系/通用分类标签/行为动作/状态变化/终止/毁坏
母亲,2,1805:V2融合世界标签体系/通用分类标签/人物与人体/亲属/长辈/祖先/生父/双亲之一/妈妈/母亲 || 2472:V2融合世界标签体系/通用分类标签/人物与人体/宗教人士/上级/女修道院院长/母亲
母牛,2,11386:V2融合世界标签体系/通用分类标签/动物/哺乳动物/有胎盘的/有蹄哺乳动物/偶蹄动物/反刍动物/牛科动物/牛属动物/家牛/母牛 || 11482:V2融合世界标签体系/通用分类标签/动物/哺乳动物/有胎盘的/母牛
母羊,2,2874:V2融合世界标签体系/通用分类标签/人物与人体/非洲人/母羊 || 11408:V2融合世界标签体系/通用分类标签/动物/哺乳动物/有胎盘的/有蹄哺乳动物/偶蹄动物/反刍动物/牛科动物/绵羊/母羊
母鸡,2,13599:V2融合世界标签体系/通用分类标签/动物/鸟类/母鸡 || 14456:V2融合世界标签体系/通用分类标签/动物/雌性/母鸡
毛圈布,2,7337:V2融合世界标签体系/通用分类标签/人造物体/台布/毛圈布 || 7339:V2融合世界标签体系/通用分类标签/人造物体/台布/毛巾布/毛圈布
毛棉织物,2,5749:V2融合世界标签体系/通用分类标签/人造物体/服饰全品/帽子/毛棉织物 || 7340:V2融合世界标签体系/通用分类标签/人造物体/台布/毛棉织物
毛笔,2,3114:V2融合世界标签体系/通用分类标签/人造物体/办公文具/书写工具/毛笔 || 3272:V2融合世界标签体系/通用分类标签/人造物体/办公文具/毛笔
毛绒玩具,2,6328:V2融合世界标签体系/通用分类标签/人造物体/益智玩具/毛绒玩具 || 9607:V2融合世界标签体系/通用分类标签/人造物体/玩具/毛绒玩具
气泡,2,10293:V2融合世界标签体系/通用分类标签/人造物体/覆盖物/气泡 || 29106:V2融合世界标签体系/通用分类标签/属性与状态/圆形/球/小球体/气泡
气球,2,924:V2融合世界标签体系/通用分类标签/交通工具/航空器/轻于空气航空器/气球 || 9608:V2融合世界标签体系/通用分类标签/人造物体/玩具/气球
氖,2,29743:V2融合世界标签体系/通用分类标签/材料与物质/元素/氖 || 29932:V2融合世界标签体系/通用分类标签/材料与物质/流体/毒气/惰性气体/氖
水上运动品牌,2,30467:V2融合世界标签体系/IP 分类标签/品牌 IP/体育运动品牌/水上运动品牌 || 30537:V2融合世界标签体系/IP 分类标签/品牌 IP/户外装备品牌/水上运动品牌
水上飞机,2,144:V2融合世界标签体系/通用分类标签/交通工具/水上载具/快艇/水上飞机 || 936:V2融合世界标签体系/通用分类标签/交通工具/航空器/重于空气航空器/飞机/水上飞机
水仙女,2,19742:V2融合世界标签体系/通用分类标签/植物/水生植物/水仙女 || 19772:V2融合世界标签体系/通用分类标签/植物/水生植物/睡莲/水仙女
水坑,2,8506:V2融合世界标签体系/通用分类标签/人造物体/建材/覆盖材料/水坑 || 23029:V2融合世界标签体系/通用分类标签/自然景观/水坑
水平仪,2,5185:V2融合世界标签体系/通用分类标签/人造物体/工业机械设备/水平仪 || 10023:V2融合世界标签体系/通用分类标签/人造物体/表面/水平仪
水果摊,2,8823:V2融合世界标签体系/通用分类标签/人造物体/支持/水果摊 || 14599:V2融合世界标签体系/通用分类标签/场景/室内场景/商店/摊子/售货处/水果摊
水果盘,2,4043:V2融合世界标签体系/通用分类标签/人造物体/厨房餐厨用品/餐具/陶瓷餐具/盘/上菜盘/水果盘 || 8358:V2融合世界标签体系/通用分类标签/人造物体/容器/水果盘
水槽,2,7984:V2融合世界标签体系/通用分类标签/人造物体/固定物/卫生洁具/水槽 || 25162:V2融合世界标签体系/通用分类标签/行为动作/水槽
水沟/跑道,2,10093:V2融合世界标签体系/通用分类标签/人造物体/装置/球场/水沟/跑道 || 10482:V2融合世界标签体系/通用分类标签/人造物体/道路/水路/沟渠/水沟/跑道
水田芥,2,20828:V2融合世界标签体系/通用分类标签/植物/草本植物/十字花科植物/水田芥 || 27445:V2融合世界标签体系/通用分类标签/食物/农产品/蔬菜/叶菜/沙拉叶菜/水田芥
水稻田,2,15039:V2融合世界标签体系/通用分类标签/场景/自然户外场景/田野/水稻田 || 28100:V2融合世界标签体系/通用分类标签/食物/食品/谷物/大米/水稻田
水貂,2,7604:V2融合世界标签体系/通用分类标签/人造物体/商品/消费品/可穿戴设备/衣服/外衣/外套/毛皮大衣/水貂 || 11216:V2融合世界标签体系/通用分类标签/动物/哺乳动物/鼬科动物/水貂
水路,2,10479:V2融合世界标签体系/通用分类标签/人造物体/道路/水路 || 23031:V2融合世界标签体系/通用分类标签/自然景观/水路
水鸡,2,13192:V2融合世界标签体系/通用分类标签/动物/鸟类/涉禽/秧鸡/白骨顶/水鸡 || 13612:V2融合世界标签体系/通用分类标签/动物/鸟类/水禽/水鸡
汉堡,2,25548:V2融合世界标签体系/通用分类标签/食物/中式主食面点/汉堡 || 27362:V2融合世界标签体系/通用分类标签/食物/一道菜/零食/三明治/汉堡
汉堡包,2,27363:V2融合世界标签体系/通用分类标签/食物/一道菜/零食/三明治/汉堡包 || 30906:V2融合世界标签体系/IP 分类标签/真人与人物 IP/政治与社会人物/政府官员/推事/首席大法官/汉堡包
池,2,8722:V2融合世界标签体系/通用分类标签/人造物体/挖掘/池 || 22542:V2融合世界标签体系/通用分类标签/自然景观/水文水体/湖泊/池
污染,2,25234:V2融合世界标签体系/通用分类标签/行为动作/状态变化/污染 || 29202:V2融合世界标签体系/通用分类标签/属性与状态/形势/不洁/污染
汤勺,2,4170:V2融合世界标签体系/通用分类标签/人造物体/厨房餐厨用品/汤勺 || 8227:V2融合世界标签体系/通用分类标签/人造物体/容器/器皿/杓/汤勺
汤锅,2,3973:V2融合世界标签体系/通用分类标签/人造物体/厨房餐厨用品/炊具/壶/汤锅 || 4179:V2融合世界标签体系/通用分类标签/人造物体/厨房餐厨用品/汤锅
汽笛,2,6994:V2融合世界标签体系/通用分类标签/人造物体/信号装置/口哨声/汽笛 || 28454:V2融合世界标签体系/通用分类标签/声音/口哨声/汽笛
汽车,2,1082:V2融合世界标签体系/通用分类标签/交通工具/道路机动车/汽车 || 16470:V2融合世界标签体系/通用分类标签/建筑与基础设施/区/室/包房/汽车
沙丁鱼,2,12407:V2融合世界标签体系/通用分类标签/动物/水生非哺乳生物/硬骨鱼/真骨鱼/软鳍鱼/鲱科鱼/沙丁鱼 || 27711:V2融合世界标签体系/通用分类标签/食物/海鲜/咸水鱼/沙丁鱼
沙丘,2,22816:V2融合世界标签体系/通用分类标签/自然景观/天然高地/山脊/沙丘 || 23033:V2融合世界标签体系/通用分类标签/自然景观/沙丘
沙发床,2,4426:V2融合世界标签体系/通用分类标签/人造物体/家具大件/沙发/沙发床 || 8050:V2融合世界标签体系/通用分类标签/人造物体/坐椅/椅子/沙发床
沙堡,2,17337:V2融合世界标签体系/通用分类标签/文化艺术与媒介/视觉艺术/雕塑/沙堡 || 17339:V2融合世界标签体系/通用分类标签/文化艺术与媒介/视觉艺术/雕塑/沙雕/沙堡
沙拉酱,2,26782:V2融合世界标签体系/通用分类标签/食物/调味品/汁/沙拉酱 || 26807:V2融合世界标签体系/通用分类标签/食物/调味品/沙拉酱
沙槌,2,2939:V2融合世界标签体系/通用分类标签/人造物体/中西乐器/打击乐器/沙槌 || 28189:V2融合世界标签体系/通用分类标签/声音/乐器/打击乐/沙锤类摇响器/沙槌
沙滩排球,2,23307:V2融合世界标签体系/通用分类标签/行为动作/休闲娱乐动作/游戏/体育游戏/场地球类运动/排球/沙滩排球 || 23308:V2融合世界标签体系/通用分类标签/行为动作/休闲娱乐动作/游戏/体育游戏/场地球类运动/沙滩排球
沙漠,2,15010:V2融合世界标签体系/通用分类标签/场景/自然户外场景/沙漠 || 22331:V2融合世界标签体系/通用分类标签/自然景观/地质地貌/沙漠
沙箱,2,8359:V2融合世界标签体系/通用分类标签/人造物体/容器/沙箱 || 21452:V2融合世界标签体系/通用分类标签/真菌与微生物/菌类/霉菌/沙箱
沙蝰,2,12731:V2融合世界标签体系/通用分类标签/动物/爬行动物/蛇类/游蛇科蛇/沙蝰 || 12767:V2融合世界标签体系/通用分类标签/动物/爬行动物/蛇类/蝰蛇/沙蝰
沙钱,2,12185:V2融合世界标签体系/通用分类标签/动物/水生非哺乳生物/棘皮动物/海胆/沙钱 || 26226:V2融合世界标签体系/通用分类标签/食物/烘焙甜品点心/饼干/沙钱
河岸,2,15827:V2融合世界标签体系/通用分类标签/建筑与基础设施/商业办公建筑/银行/河岸 || 22709:V2融合世界标签体系/通用分类标签/自然景观/侧面/河岸
河狸,2,10852:V2融合世界标签体系/通用分类标签/动物/哺乳动物/啮齿动物/河狸 || 29773:V2融合世界标签体系/通用分类标签/材料与物质/动物材料/动物产品/兽皮/河狸
河谷,2,22724:V2融合世界标签体系/通用分类标签/自然景观/凹陷地/V形谷/河谷 || 22735:V2融合世界标签体系/通用分类标签/自然景观/凹陷地/河谷
河豚,2,12231:V2融合世界标签体系/通用分类标签/动物/水生非哺乳生物/硬骨鱼/真骨鱼/棘鳍目鱼/愈颌目/河豚 || 27712:V2融合世界标签体系/通用分类标签/食物/海鲜/咸水鱼/河豚
油桃,2,18878:V2融合世界标签体系/通用分类标签/植物/乔木灌木林木/乔木/开花乔木/果树/油桃 || 27586:V2融合世界标签体系/通用分类标签/食物/农产品/食用水果/油桃
油画,2,6654:V2融合世界标签体系/通用分类标签/人造物体/艺术品与工艺品/绘画作品/油画 || 17599:V2融合世界标签体系/通用分类标签/文化艺术与媒介/油画
油菜籽,2,22987:V2融合世界标签体系/通用分类标签/自然景观/植物结构/植物器官/生殖结构/果子/种子/富油种子/油菜籽 || 29566:V2融合世界标签体系/通用分类标签/时间数量与度量/分子/大分子/脂质/油脂/食用脂肪/植物油/油菜籽
治疗,2,24256:V2融合世界标签体系/通用分类标签/行为动作/社交互动动作/照护/治疗 || 24258:V2融合世界标签体系/通用分类标签/行为动作/社交互动动作/照护/治疗/医疗护理/治疗
泄漏,2,24577:V2融合世界标签体系/通用分类标签/行为动作/位置变化/泄漏 || 29302:V2融合世界标签体系/通用分类标签/属性与状态/无定形/开口/小孔/泄漏
法式面包,2,26195:V2融合世界标签体系/通用分类标签/食物/烘焙甜品点心/面包/白面包/法式面包 || 26333:V2融合世界标签体系/通用分类标签/食物/烘焙甜品点心/法式面包
泡泡果,2,18881:V2融合世界标签体系/通用分类标签/植物/乔木灌木林木/乔木/开花乔木/果树/番荔枝/泡泡果 || 27587:V2融合世界标签体系/通用分类标签/食物/农产品/食用水果/泡泡果
注射器,2,3718:V2融合世界标签体系/通用分类标签/人造物体/医疗器械/医疗仪器/注射器 || 3816:V2融合世界标签体系/通用分类标签/人造物体/医疗器械/注射器
洗发水,2,9312:V2融合世界标签体系/通用分类标签/人造物体/洗发水 || 29821:V2融合世界标签体系/通用分类标签/材料与物质/化合物/配制品/去污剂/洗发水
洗浴,2,8233:V2融合世界标签体系/通用分类标签/人造物体/容器/器皿/洗浴 || 16537:V2融合世界标签体系/通用分类标签/建筑与基础设施/区/室/洗浴
洗涤剂,2,29822:V2融合世界标签体系/通用分类标签/材料与物质/化合物/配制品/去污剂/洗涤剂 || 29832:V2融合世界标签体系/通用分类标签/材料与物质/化学制剂/润湿剂/洗涤剂
洞穴,2,15022:V2融合世界标签体系/通用分类标签/场景/自然户外场景/洞穴 || 22332:V2融合世界标签体系/通用分类标签/自然景观/地质地貌/洞穴
活动,2,17396:V2融合世界标签体系/通用分类标签/文化艺术与媒介/事业/活动 || 25095:V2融合世界标签体系/通用分类标签/行为动作/旅行/旅程/远征/活动
派对帽,2,5751:V2融合世界标签体系/通用分类标签/人造物体/服饰全品/帽子/派对帽 || 7450:V2融合世界标签体系/通用分类标签/人造物体/商品/消费品/可穿戴设备/头具/派对帽
流行音乐,2,1808:V2融合世界标签体系/通用分类标签/人物与人体/亲属/长辈/祖先/生父/双亲之一/父/流行音乐 || 18324:V2融合世界标签体系/通用分类标签/文字与信息图形/听觉交流/音乐流派/流行音乐
浅滩,2,2102:V2融合世界标签体系/通用分类标签/人物与人体/创造者/电影制作人/浅滩 || 15826:V2融合世界标签体系/通用分类标签/建筑与基础设施/商业办公建筑/银行/沙岸/浅滩
